line	trial	thousand_kernel_weight
'IWA8602355'	GRINcore_2009_Lab_Aberdeen	43.1
'IWA8602382'	GRINcore_2009_Lab_Aberdeen	44
'IWA8602425'	GRINcore_2009_Lab_Aberdeen	52.4
'IWA8602453'	GRINcore_2009_Lab_Aberdeen	48.3
'IWA8602500'	GRINcore_2009_Lab_Aberdeen	45.8
'IWA8602505'	GRINcore_2009_Lab_Aberdeen	50.7
'IWA8602538'	GRINcore_2009_Lab_Aberdeen	48.3
'IWA8602552'	GRINcore_2009_Lab_Aberdeen	44.8
'IWA8602602'	GRINcore_2009_Lab_Aberdeen	34
'IWA8602607'	GRINcore_2009_Lab_Aberdeen	44.7
'IWA8602975'	GRINcore_2009_Lab_Aberdeen	42.3
'IWA8602986'	GRINcore_2009_Lab_Aberdeen	53.3
'IWA8603012'	GRINcore_2009_Lab_Aberdeen	43.3
'IWA8603029'	GRINcore_2009_Lab_Aberdeen	48
'IWA8603034'	GRINcore_2009_Lab_Aberdeen	50.2
'IWA8603046'	GRINcore_2009_Lab_Aberdeen	57.1
'IWA8603072'	GRINcore_2009_Lab_Aberdeen	51.4
'IWA8603087'	GRINcore_2009_Lab_Aberdeen	50
'IWA8603089'	GRINcore_2009_Lab_Aberdeen	53.2
'IWA8603119'	GRINcore_2009_Lab_Aberdeen	46
'IWA8603127'	GRINcore_2009_Lab_Aberdeen	39
'IWA8603128'	GRINcore_2009_Lab_Aberdeen	44.4
'IWA8603175'	GRINcore_2009_Lab_Aberdeen	34.8
'IWA8603178'	GRINcore_2009_Lab_Aberdeen	44.3
'IWA8603184'	GRINcore_2009_Lab_Aberdeen	45.5
'IWA8603187'	GRINcore_2009_Lab_Aberdeen	51.7
'IWA8603195'	GRINcore_2009_Lab_Aberdeen	48.9
'IWA8603196'	GRINcore_2009_Lab_Aberdeen	50.6
'IWA8603212'	GRINcore_2009_Lab_Aberdeen	51.2
'IWA8603215'	GRINcore_2009_Lab_Aberdeen	50
'IWA8603218'	GRINcore_2009_Lab_Aberdeen	46.7
'IWA8603225'	GRINcore_2009_Lab_Aberdeen	42.6
'IWA8603241'	GRINcore_2009_Lab_Aberdeen	47.5
'IWA8603251'	GRINcore_2009_Lab_Aberdeen	45.3
'IWA8603252'	GRINcore_2009_Lab_Aberdeen	44.1
'IWA8603271'	GRINcore_2009_Lab_Aberdeen	41.2
'IWA8603274'	GRINcore_2009_Lab_Aberdeen	47.3
'IWA8603290'	GRINcore_2009_Lab_Aberdeen	47.7
'IWA8603296'	GRINcore_2009_Lab_Aberdeen	51
'IWA8603309'	GRINcore_2009_Lab_Aberdeen	42
'IWA8603985'	GRINcore_2009_Lab_Aberdeen	43.7
'IWA8604056'	GRINcore_2009_Lab_Aberdeen	52.3
'IWA8604057'	GRINcore_2009_Lab_Aberdeen	50.1
'IWA8604082'	GRINcore_2009_Lab_Aberdeen	52.5
'IWA8604085'	GRINcore_2009_Lab_Aberdeen	45.3
'IWA8604089'	GRINcore_2009_Lab_Aberdeen	47.9
'IWA8604091'	GRINcore_2009_Lab_Aberdeen	53.2
'IWA8604107'	GRINcore_2009_Lab_Aberdeen	47
'IWA8604169'	GRINcore_2009_Lab_Aberdeen	48.3
'IWA8604176'	GRINcore_2009_Lab_Aberdeen	49.6
'IWA8604227'	GRINcore_2009_Lab_Aberdeen	44.8
'IWA8604281'	GRINcore_2009_Lab_Aberdeen	45.5
'IWA8604293'	GRINcore_2009_Lab_Aberdeen	49.6
'IWA8604321'	GRINcore_2009_Lab_Aberdeen	48.1
'IWA8604324'	GRINcore_2009_Lab_Aberdeen	48.9
'IWA8604383'	GRINcore_2009_Lab_Aberdeen	50.1
'IWA8604417'	GRINcore_2009_Lab_Aberdeen	54.6
'IWA8604418'	GRINcore_2009_Lab_Aberdeen	52.5
'IWA8604469'	GRINcore_2009_Lab_Aberdeen	50.4
'IWA8604506'	GRINcore_2009_Lab_Aberdeen	50
'IWA8604508'	GRINcore_2009_Lab_Aberdeen	46.1
'IWA8604526'	GRINcore_2009_Lab_Aberdeen	50.9
'IWA8604556'	GRINcore_2009_Lab_Aberdeen	53.6
'IWA8604559'	GRINcore_2009_Lab_Aberdeen	49.1
'IWA8604571'	GRINcore_2009_Lab_Aberdeen	43.2
'IWA8604614'	GRINcore_2009_Lab_Aberdeen	49.4
'IWA8604672'	GRINcore_2009_Lab_Aberdeen	45.6
'IWA8604711'	GRINcore_2009_Lab_Aberdeen	40.7
'IWA8604712'	GRINcore_2009_Lab_Aberdeen	45
'IWA8604744'	GRINcore_2009_Lab_Aberdeen	53.3
'IWA8604762'	GRINcore_2009_Lab_Aberdeen	48.6
'IWA8604770'	GRINcore_2009_Lab_Aberdeen	51.7
'IWA8604778'	GRINcore_2009_Lab_Aberdeen	43.3
'IWA8604799'	GRINcore_2009_Lab_Aberdeen	47.2
'IWA8604802'	GRINcore_2009_Lab_Aberdeen	44.5
'IWA8604806'	GRINcore_2009_Lab_Aberdeen	47.6
'IWA8604831'	GRINcore_2009_Lab_Aberdeen	41
'IWA8604834'	GRINcore_2009_Lab_Aberdeen	44.8
'IWA8604840'	GRINcore_2009_Lab_Aberdeen	57.3
'IWA8604850'	GRINcore_2009_Lab_Aberdeen	49.9
'IWA8604863'	GRINcore_2009_Lab_Aberdeen	47.7
'IWA8604878'	GRINcore_2009_Lab_Aberdeen	47.7
'IWA8604924'	GRINcore_2009_Lab_Aberdeen	48.8
'IWA8604927'	GRINcore_2009_Lab_Aberdeen	48.4
'FINCH'	GRINcore_2009_Lab_Aberdeen	44.8
'UCRBW01-5'	GRINcore_2009_Lab_Aberdeen	52.3
'93-11-14-2-1'	GRINcore_2009_Lab_Aberdeen	38.2
'93-11-14-2-2'	GRINcore_2009_Lab_Aberdeen	35.7
'93-11-2-3-2'	GRINcore_2009_Lab_Aberdeen	36
'ARS92_303'	GRINcore_2009_Lab_Aberdeen	38.1
'ARS92_306'	GRINcore_2009_Lab_Aberdeen	37.4
'ARS92_322'	GRINcore_2009_Lab_Aberdeen	41.2
'ARS95_715'	GRINcore_2009_Lab_Aberdeen	36.6
'ARS95_717'	GRINcore_2009_Lab_Aberdeen	35.3
'ARS95_453'	GRINcore_2009_Lab_Aberdeen	33.1
'ARS95_463'	GRINcore_2009_Lab_Aberdeen	31.4
'ARS95_468'	GRINcore_2009_Lab_Aberdeen	34.8
'ARS95_477'	GRINcore_2009_Lab_Aberdeen	36.4
'RICHLAND'	GRINcore_2009_Lab_Aberdeen	39
'N02Y4648'	GRINcore_2009_Lab_Aberdeen	37
'P921696'	GRINcore_2009_Lab_Aberdeen	35.6
'N02Y5057'	GRINcore_2009_Lab_Aberdeen	28.6
'N02Y5187'	GRINcore_2009_Lab_Aberdeen	30.5
'N02Y5191'	GRINcore_2009_Lab_Aberdeen	25.4
'NW99L7083'	GRINcore_2009_Lab_Aberdeen	32
'SEBESTA_BLUE-2'	GRINcore_2009_Lab_Aberdeen	38.3
'KAREE-DN2'	GRINcore_2009_Lab_Aberdeen	39.7
'PI560596-SEL-WCORS'	GRINcore_2009_Lab_Aberdeen	34.4
'PI560596-SEL-WCOWS'	GRINcore_2009_Lab_Aberdeen	33.9
'99CF604'	GRINcore_2009_Lab_Aberdeen	44.2
'99CF627'	GRINcore_2009_Lab_Aberdeen	35.2
'99CF635'	GRINcore_2009_Lab_Aberdeen	44.2
'99CF783'	GRINcore_2009_Lab_Aberdeen	29.2
'99CF796'	GRINcore_2009_Lab_Aberdeen	28.2
'99CF806'	GRINcore_2009_Lab_Aberdeen	36.3
'99CF810'	GRINcore_2009_Lab_Aberdeen	25.2
'YECORA_ROJO_LR47'	GRINcore_2009_Lab_Aberdeen	46.1
'99CF386'	GRINcore_2009_Lab_Aberdeen	39.2
'99CF425'	GRINcore_2009_Lab_Aberdeen	29.9
'99CF459'	GRINcore_2009_Lab_Aberdeen	32.3
'99CF472'	GRINcore_2009_Lab_Aberdeen	30.9
'99CF485'	GRINcore_2009_Lab_Aberdeen	36.9
'99CF477'	GRINcore_2009_Lab_Aberdeen	30.5
'KW981718H0024'	GRINcore_2009_Lab_Aberdeen	55.4
'TJK03-91'	GRINcore_2009_Lab_Aberdeen	52.6
'TJK03-123'	GRINcore_2009_Lab_Aberdeen	41.3
'TJK03-151'	GRINcore_2009_Lab_Aberdeen	46.2
'TJK03-196'	GRINcore_2009_Lab_Aberdeen	45.7
'ZHENIS'	GRINcore_2009_Lab_Aberdeen	42.9
'ALTAISKAYA100'	GRINcore_2009_Lab_Aberdeen	41.6
'KARABALYKSKAYA92'	GRINcore_2009_Lab_Aberdeen	43.9
'SIBIRSKAYA119'	GRINcore_2009_Lab_Aberdeen	48.1
'JUNIPER'	GRINcore_2009_Lab_Aberdeen	38.2
'UI_DARWIN'	GRINcore_2009_Lab_Aberdeen	37.2
'SSL10-11'	GRINcore_2009_Lab_Aberdeen	37.8
'SSL13-16'	GRINcore_2009_Lab_Aberdeen	40.7
'SSL19-24'	GRINcore_2009_Lab_Aberdeen	32.1
'SSL58-61'	GRINcore_2009_Lab_Aberdeen	32.7
'SSL64-65'	GRINcore_2009_Lab_Aberdeen	31.5
'SSL67-68'	GRINcore_2009_Lab_Aberdeen	34.1
'SSL70-73'	GRINcore_2009_Lab_Aberdeen	38.7
'SSL74-77'	GRINcore_2009_Lab_Aberdeen	36.9
'IDO673'	GRINcore_2009_Lab_Aberdeen	41.1
'IDO676'	GRINcore_2009_Lab_Aberdeen	30.4
'R345'	GRINcore_2009_Lab_Aberdeen	40.6
'HABB'	GRINcore_2009_Lab_Aberdeen	41
'HUDEIBA154'	GRINcore_2009_Lab_Aberdeen	36.7
'3102-11'	GRINcore_2009_Lab_Aberdeen	40.2
'DUNAVKA_SADOVO'	GRINcore_2009_Lab_Aberdeen	46.9
'MOROCHO_COLORADO'	GRINcore_2009_Lab_Aberdeen	38.6
'NI179'	GRINcore_2009_Lab_Aberdeen	49.4
'MG27062'	GRINcore_2009_Lab_Aberdeen	49.7
'TALIMKA'	GRINcore_2009_Lab_Aberdeen	44.4
'10760'	GRINcore_2009_Lab_Aberdeen	42.5
'FAO29.920'	GRINcore_2009_Lab_Aberdeen	41.7
'CI10107'	GRINcore_2009_Lab_Aberdeen	37.4
'FHB4501'	GRINcore_2009_Lab_Aberdeen	46.2
'HUGUENOT|CITR5122'	GRINcore_2009_Lab_Aberdeen	44.3
'MAHMOUDI|CITR6876'	GRINcore_2009_Lab_Aberdeen	56.9
'CI7669'	GRINcore_2009_Lab_Aberdeen	38.2
'CUZCO'	GRINcore_2009_Lab_Aberdeen	42.2
'II-19-203'	GRINcore_2009_Lab_Aberdeen	35.9
'KUBANKA75-3-15'	GRINcore_2009_Lab_Aberdeen	44.2
'ND_NO.321'	GRINcore_2009_Lab_Aberdeen	43.7
'NURSITH'	GRINcore_2009_Lab_Aberdeen	43.4
'RAMSEY'	GRINcore_2009_Lab_Aberdeen	52
'RL3174.6'	GRINcore_2009_Lab_Aberdeen	46.3
'CI14080'	GRINcore_2009_Lab_Aberdeen	52.7
'CI14091'	GRINcore_2009_Lab_Aberdeen	49.5
'CI14093'	GRINcore_2009_Lab_Aberdeen	53.5
'CI14094'	GRINcore_2009_Lab_Aberdeen	40.5
'ELS6304-58-1'	GRINcore_2009_Lab_Aberdeen	43.3
'DT184'	GRINcore_2009_Lab_Aberdeen	48
'497-360'	GRINcore_2009_Lab_Aberdeen	57.1
'377B'	GRINcore_2009_Lab_Aberdeen	55.8
'421B'	GRINcore_2009_Lab_Aberdeen	45
'HERCULES'	GRINcore_2009_Lab_Aberdeen	50.5
'ELS6304-69'	GRINcore_2009_Lab_Aberdeen	32.7
'ELS6404-73-2'	GRINcore_2009_Lab_Aberdeen	43.4
'ELS6404-94-5'	GRINcore_2009_Lab_Aberdeen	54.5
'ELS6404-121-4'	GRINcore_2009_Lab_Aberdeen	55.3
'ELS6404-124-1'	GRINcore_2009_Lab_Aberdeen	62
'ELS6404-124-2'	GRINcore_2009_Lab_Aberdeen	64.9
'ELS6404-126-2'	GRINcore_2009_Lab_Aberdeen	45.4
'ELS6404-126-3'	GRINcore_2009_Lab_Aberdeen	44.6
'ELS6404-127'	GRINcore_2009_Lab_Aberdeen	38.8
'CI14954'	GRINcore_2009_Lab_Aberdeen	43.4
'CI14965'	GRINcore_2009_Lab_Aberdeen	49.7
'PSATHAS|CITR14978'	GRINcore_2009_Lab_Aberdeen	46.9
'ALEX282'	GRINcore_2009_Lab_Aberdeen	48.8
'OUED_ZENATI'	GRINcore_2009_Lab_Aberdeen	48.2
'HMIRA|CITR15422'	GRINcore_2009_Lab_Aberdeen	37.2
'5136-11'	GRINcore_2009_Lab_Aberdeen	56
'MELANGE'	GRINcore_2009_Lab_Aberdeen	59.2
'ND64-76'	GRINcore_2009_Lab_Aberdeen	52.8
'ND64-33'	GRINcore_2009_Lab_Aberdeen	49
'AJILI|CITR15911'	GRINcore_2009_Lab_Aberdeen	44.4
'WAKOOMA'	GRINcore_2009_Lab_Aberdeen	45.9
'MACOUN'	GRINcore_2009_Lab_Aberdeen	47.1
'COULTER'	GRINcore_2009_Lab_Aberdeen	43.6
'ARNAUTKA'	GRINcore_2009_Lab_Aberdeen	44.4
'BLANCO|PI7464'	GRINcore_2009_Lab_Aberdeen	46.3
'AMERIKANKA'	GRINcore_2009_Lab_Aberdeen	64.8
'THEUNISSEN'	GRINcore_2009_Lab_Aberdeen	38.4
'TYPE_NO.1'	GRINcore_2009_Lab_Aberdeen	48
'TYPE_NO.2'	GRINcore_2009_Lab_Aberdeen	51.7
'BERBERN'	GRINcore_2009_Lab_Aberdeen	48.9
'POTIA_NADIAD'	GRINcore_2009_Lab_Aberdeen	43.7
'LAL_OF_BATALA'	GRINcore_2009_Lab_Aberdeen	42.4
'DEVES'	GRINcore_2009_Lab_Aberdeen	62.8
'1549'	GRINcore_2009_Lab_Aberdeen	54
'BLUE_BEARD|PI45441'	GRINcore_2009_Lab_Aberdeen	51.4
'ENANO_DE_JAEN'	GRINcore_2009_Lab_Aberdeen	53.4
'RUBIO_ENTRELARGO_DEL_MONTIJO'	GRINcore_2009_Lab_Aberdeen	54.1
'MAHMOUDI|PI51210'	GRINcore_2009_Lab_Aberdeen	59.9
'TRIPSHIRO'	GRINcore_2009_Lab_Aberdeen	43.5
'SOURI'	GRINcore_2009_Lab_Aberdeen	53.8
'CASCALVO|PI56245'	GRINcore_2009_Lab_Aberdeen	51.7
'CITR7141'	GRINcore_2009_Lab_Aberdeen	38.9
'TULATAI_MAITAI'	GRINcore_2009_Lab_Aberdeen	45.3
'CHERNOKOLO'	GRINcore_2009_Lab_Aberdeen	51.1
'2912'	GRINcore_2009_Lab_Aberdeen	45
'CITR10108'	GRINcore_2009_Lab_Aberdeen	48.7
'CITR10109'	GRINcore_2009_Lab_Aberdeen	46
'MARCHING_NO.8'	GRINcore_2009_Lab_Aberdeen	56
'CHUMPE_NEGRO'	GRINcore_2009_Lab_Aberdeen	48.1
'5P4'	GRINcore_2009_Lab_Aberdeen	42.9
'1P1'	GRINcore_2009_Lab_Aberdeen	45.8
'1P2'	GRINcore_2009_Lab_Aberdeen	42.7
'17404'	GRINcore_2009_Lab_Aberdeen	51.5
'17425|PI113964'	GRINcore_2009_Lab_Aberdeen	49.5
'KALIGAWARAN'	GRINcore_2009_Lab_Aberdeen	41.1
'2901'	GRINcore_2009_Lab_Aberdeen	65.4
'PELISS'	GRINcore_2009_Lab_Aberdeen	56.6
'ADEN'	GRINcore_2009_Lab_Aberdeen	38
'BELIOUNI'	GRINcore_2009_Lab_Aberdeen	52
'438147B'	GRINcore_2009_Lab_Aberdeen	54.4
'REGINA'	GRINcore_2009_Lab_Aberdeen	52
'CANDEAL'	GRINcore_2009_Lab_Aberdeen	39.7
'MONTEVIDEO'	GRINcore_2009_Lab_Aberdeen	60.2
'SENSATI'	GRINcore_2009_Lab_Aberdeen	53.8
'AKBASAK'	GRINcore_2009_Lab_Aberdeen	48.4
'3965'	GRINcore_2009_Lab_Aberdeen	50.6
'3987'	GRINcore_2009_Lab_Aberdeen	58.3
'RF414-20'	GRINcore_2009_Lab_Aberdeen	49.4
'RF416-3'	GRINcore_2009_Lab_Aberdeen	50.2
'RF427-12'	GRINcore_2009_Lab_Aberdeen	52.9
'TORTCU'	GRINcore_2009_Lab_Aberdeen	62
'DUR_DE_GREECE'	GRINcore_2009_Lab_Aberdeen	51
'HUGUENOT|PI174645'	GRINcore_2009_Lab_Aberdeen	52.7
'HUGUENOT_BARIOLE360'	GRINcore_2009_Lab_Aberdeen	46
'TOUNSE'	GRINcore_2009_Lab_Aberdeen	54.1
'9570A'	GRINcore_2009_Lab_Aberdeen	38.7
'9723A'	GRINcore_2009_Lab_Aberdeen	43.2
'9725A'	GRINcore_2009_Lab_Aberdeen	43.4
'CALI'	GRINcore_2009_Lab_Aberdeen	59.4
'SARIBASAK'	GRINcore_2009_Lab_Aberdeen	55.3
'SIHA'	GRINcore_2009_Lab_Aberdeen	44.6
'9848'	GRINcore_2009_Lab_Aberdeen	58.1
'S-44'	GRINcore_2009_Lab_Aberdeen	45.7
'6686'	GRINcore_2009_Lab_Aberdeen	49.4
'9925'	GRINcore_2009_Lab_Aberdeen	58.6
'9929'	GRINcore_2009_Lab_Aberdeen	46.9
'9935'	GRINcore_2009_Lab_Aberdeen	46.6
'HOURAH'	GRINcore_2009_Lab_Aberdeen	52.3
'9993'	GRINcore_2009_Lab_Aberdeen	61.9
'E-1'	GRINcore_2009_Lab_Aberdeen	55.9
'F-7'	GRINcore_2009_Lab_Aberdeen	61.2
'9927'	GRINcore_2009_Lab_Aberdeen	61
'LEGAMI'	GRINcore_2009_Lab_Aberdeen	47.3
'H.M.3'	GRINcore_2009_Lab_Aberdeen	48.1
'MARQUES|PI184641'	GRINcore_2009_Lab_Aberdeen	57.5
'CARINA'	GRINcore_2009_Lab_Aberdeen	51
'H1104SEL47_687'	GRINcore_2009_Lab_Aberdeen	48.2
'H1104SEL47_689'	GRINcore_2009_Lab_Aberdeen	52.5
'CASCALVO|PI185722'	GRINcore_2009_Lab_Aberdeen	58.4
'ALEXANDRE_OU_MACAROCO'	GRINcore_2009_Lab_Aberdeen	52.9
'3901'	GRINcore_2009_Lab_Aberdeen	44.9
'3602'	GRINcore_2009_Lab_Aberdeen	45.7
'AZULEJO'	GRINcore_2009_Lab_Aberdeen	58.9
'COLORADO_DE_ESPERA_L10'	GRINcore_2009_Lab_Aberdeen	58.7
'RASPINEGRO_DE_ALCOLEA'	GRINcore_2009_Lab_Aberdeen	60.1
'RECIO_DE_IZNALLOZ'	GRINcore_2009_Lab_Aberdeen	55.2
'MARIZA_SADOVO'	GRINcore_2009_Lab_Aberdeen	62.4
'DAUNO_III'	GRINcore_2009_Lab_Aberdeen	57.7
'H29A13781'	GRINcore_2009_Lab_Aberdeen	57.8
'MAHMOUDI|PI191571'	GRINcore_2009_Lab_Aberdeen	61.1
'BLANCAL_DE_NULES'	GRINcore_2009_Lab_Aberdeen	50.1
'HN_ROD35_13782'	GRINcore_2009_Lab_Aberdeen	56.1
'TIMOR|PI191645'	GRINcore_2009_Lab_Aberdeen	52.1
'GIGANTE_INGLES'	GRINcore_2009_Lab_Aberdeen	71.8
'HN_ROD40_14863'	GRINcore_2009_Lab_Aberdeen	55.3
'ALEXANDRE058'	GRINcore_2009_Lab_Aberdeen	60.9
'ZAGAZIL'	GRINcore_2009_Lab_Aberdeen	53.8
'JAVARDO'	GRINcore_2009_Lab_Aberdeen	48.2
'PRAGANA_PRETA'	GRINcore_2009_Lab_Aberdeen	59
'AMARELO_DE_BARBA_BRANCA'	GRINcore_2009_Lab_Aberdeen	41.3
'C_F_B'	GRINcore_2009_Lab_Aberdeen	63.2
'AMARAI_BIANCO'	GRINcore_2009_Lab_Aberdeen	43.6
'MARROCOS|PI192334'	GRINcore_2009_Lab_Aberdeen	48.1
'ROSETA'	GRINcore_2009_Lab_Aberdeen	60.8
'EQUATOR'	GRINcore_2009_Lab_Aberdeen	55.9
'MERS_LOUADJINA'	GRINcore_2009_Lab_Aberdeen	47.9
'KASBA_TADLA'	GRINcore_2009_Lab_Aberdeen	53.5
'MARROCOS|PI192665'	GRINcore_2009_Lab_Aberdeen	56.7
'OSTPREUSS'	GRINcore_2009_Lab_Aberdeen	48.9
'POMBINHO'	GRINcore_2009_Lab_Aberdeen	61.4
'CANDEAL_DE_GRAO_ESCURO'	GRINcore_2009_Lab_Aberdeen	48.3
'ENTRELARGO_DE_MONTIJO'	GRINcore_2009_Lab_Aberdeen	61.6
'AMARELO_DE_BARBA_PRETA'	GRINcore_2009_Lab_Aberdeen	56.6
'TREMEZ_RIJO'	GRINcore_2009_Lab_Aberdeen	43.7
'9493'	GRINcore_2009_Lab_Aberdeen	51
'9525'	GRINcore_2009_Lab_Aberdeen	64.7
'9731'	GRINcore_2009_Lab_Aberdeen	48.6
'MARQUES|PI204033'	GRINcore_2009_Lab_Aberdeen	55.7
'SIN_EL-JAMIL'	GRINcore_2009_Lab_Aberdeen	55.9
'G51/57'	GRINcore_2009_Lab_Aberdeen	47.2
'G51/65'	GRINcore_2009_Lab_Aberdeen	50.6
'VAKILAGHA'	GRINcore_2009_Lab_Aberdeen	43.4
'MURI'	GRINcore_2009_Lab_Aberdeen	44
'AKATHIOTICO_ASPROTHERI'	GRINcore_2009_Lab_Aberdeen	56.2
'AKATHIOTICO_NAUROTHERI'	GRINcore_2009_Lab_Aberdeen	47.7
'MACROTHERI'	GRINcore_2009_Lab_Aberdeen	47.8
'SPELMAR'	GRINcore_2009_Lab_Aberdeen	49.5
'DURGI_KARAKI'	GRINcore_2009_Lab_Aberdeen	52.2
'GUBIEHA_AUTTMA'	GRINcore_2009_Lab_Aberdeen	51
'MOGHRABI'	GRINcore_2009_Lab_Aberdeen	58.2
'SALTI_BALGA'	GRINcore_2009_Lab_Aberdeen	53.6
'SALTI_NA_ZIMIA'	GRINcore_2009_Lab_Aberdeen	51.8
'SALTI_NORSI'	GRINcore_2009_Lab_Aberdeen	60.9
'PERIGO_CANDEAL18'	GRINcore_2009_Lab_Aberdeen	57.5
'PERIGO_CANDEAL24'	GRINcore_2009_Lab_Aberdeen	55.7
'PERIGO_CANDEAL5'	GRINcore_2009_Lab_Aberdeen	53.8
'HORANI_HOWAWI'	GRINcore_2009_Lab_Aberdeen	44.5
'ITALIAN|PI234383'	GRINcore_2009_Lab_Aberdeen	43.4
'KARAKI_HAMRA'	GRINcore_2009_Lab_Aberdeen	52.2
'SALTI_QUATTMA'	GRINcore_2009_Lab_Aberdeen	49.2
'SUTRA_NA_AN'	GRINcore_2009_Lab_Aberdeen	55.6
'ZUGBIEH_SUTRA'	GRINcore_2009_Lab_Aberdeen	42.7
'KYPEROUNDA|PI237628'	GRINcore_2009_Lab_Aberdeen	48.9
'5416'	GRINcore_2009_Lab_Aberdeen	53
'ZENATI_BOUTEILLE'	GRINcore_2009_Lab_Aberdeen	53.7
'HORDEIFORME27'	GRINcore_2009_Lab_Aberdeen	49.9
'K1139'	GRINcore_2009_Lab_Aberdeen	42.1
'K1299'	GRINcore_2009_Lab_Aberdeen	53.8
'K1312'	GRINcore_2009_Lab_Aberdeen	59
'AKMOLINKA5'	GRINcore_2009_Lab_Aberdeen	50.4
'NAMRA'	GRINcore_2009_Lab_Aberdeen	44.3
'KUBANKA_KARAKOLSKAYA'	GRINcore_2009_Lab_Aberdeen	52.6
'G13181'	GRINcore_2009_Lab_Aberdeen	53.5
'G58128'	GRINcore_2009_Lab_Aberdeen	48.3
'DURO_SG3'	GRINcore_2009_Lab_Aberdeen	41.3
'RUSSELLO_S.G.7'	GRINcore_2009_Lab_Aberdeen	58
'073/44'	GRINcore_2009_Lab_Aberdeen	54.5
'DOGA'	GRINcore_2009_Lab_Aberdeen	51.8
'I-1-2440'	GRINcore_2009_Lab_Aberdeen	46
'I-1-2727'	GRINcore_2009_Lab_Aberdeen	48.6
'VASC'	GRINcore_2009_Lab_Aberdeen	43.6
'COERULESCENS'	GRINcore_2009_Lab_Aberdeen	51.7
'ERYTHROMELAN'	GRINcore_2009_Lab_Aberdeen	48.7
'HORDEIFORME_I'	GRINcore_2009_Lab_Aberdeen	49.9
'LEUCURUM'	GRINcore_2009_Lab_Aberdeen	51.9
'LIBAN_II'	GRINcore_2009_Lab_Aberdeen	56.5
'MURICIENSE'	GRINcore_2009_Lab_Aberdeen	40.8
'PROVINCIALE'	GRINcore_2009_Lab_Aberdeen	54.2
'GREECE5'	GRINcore_2009_Lab_Aberdeen	55.3
'SALONIKA3'	GRINcore_2009_Lab_Aberdeen	57.9
'BUFALA_NERA_CORTA'	GRINcore_2009_Lab_Aberdeen	54.1
'MALTA1'	GRINcore_2009_Lab_Aberdeen	58.9
'MALTA2'	GRINcore_2009_Lab_Aberdeen	51.7
'MALTA3'	GRINcore_2009_Lab_Aberdeen	53.4
'MALTA4'	GRINcore_2009_Lab_Aberdeen	58.1
'MALTA_YELLOW'	GRINcore_2009_Lab_Aberdeen	52.4
'SBEI272'	GRINcore_2009_Lab_Aberdeen	56.3
'MOROCCO_C10895'	GRINcore_2009_Lab_Aberdeen	38.7
'BARCELONA5'	GRINcore_2009_Lab_Aberdeen	52.2
'BARCELONA6'	GRINcore_2009_Lab_Aberdeen	58.9
'GRANOS_BLANCOS'	GRINcore_2009_Lab_Aberdeen	42.7
'ITALIAN|PI283151'	GRINcore_2009_Lab_Aberdeen	59
'SAFRA_MA_AN'	GRINcore_2009_Lab_Aberdeen	54.6
'ZOGHBIYEH_SAFRA'	GRINcore_2009_Lab_Aberdeen	48.6
'INDORE_E2'	GRINcore_2009_Lab_Aberdeen	55.5
'NARSINGARH_N121'	GRINcore_2009_Lab_Aberdeen	59.7
'DHAR1'	GRINcore_2009_Lab_Aberdeen	42.7
'APULICUM'	GRINcore_2009_Lab_Aberdeen	40.6
'BAGUDO9032'	GRINcore_2009_Lab_Aberdeen	45.2
'BARBA_NEGRA'	GRINcore_2009_Lab_Aberdeen	47.9
'AKMAMENKA'	GRINcore_2009_Lab_Aberdeen	54.1
'ACME'	GRINcore_2009_Lab_Aberdeen	44.9
'STEWART'	GRINcore_2009_Lab_Aberdeen	50.6
'BEHAARTER_TAGANROG'	GRINcore_2009_Lab_Aberdeen	45.2
'TELEC'	GRINcore_2009_Lab_Aberdeen	42.2
'ORIENTALISCHER'	GRINcore_2009_Lab_Aberdeen	55.5
'JULJULITH'	GRINcore_2009_Lab_Aberdeen	46.2
'BH-4'	GRINcore_2009_Lab_Aberdeen	51.3
'HAURANI27'	GRINcore_2009_Lab_Aberdeen	52.5
'NURSIT163'	GRINcore_2009_Lab_Aberdeen	53.3
'ELS6304-8-A'	GRINcore_2009_Lab_Aberdeen	36.9
'ELS6304-38'	GRINcore_2009_Lab_Aberdeen	43.8
'SELBERA'	GRINcore_2009_Lab_Aberdeen	57
'SLOUCENA'	GRINcore_2009_Lab_Aberdeen	45.9
'C48|PI306570'	GRINcore_2009_Lab_Aberdeen	53.4
'D56-89-C'	GRINcore_2009_Lab_Aberdeen	48
'D172'	GRINcore_2009_Lab_Aberdeen	51.9
'F6-1'	GRINcore_2009_Lab_Aberdeen	39
'F8-33172'	GRINcore_2009_Lab_Aberdeen	50.1
'F9_112-1'	GRINcore_2009_Lab_Aberdeen	50.3
'KYPEROUNDA|PI313096'	GRINcore_2009_Lab_Aberdeen	46.1
'2016M65'	GRINcore_2009_Lab_Aberdeen	50.5
'2502M65'	GRINcore_2009_Lab_Aberdeen	44
'DURAL'	GRINcore_2009_Lab_Aberdeen	54.8
'BARRIGON_BAJIO'	GRINcore_2009_Lab_Aberdeen	47
'ELS-3'	GRINcore_2009_Lab_Aberdeen	44.9
'CARLETON'	GRINcore_2009_Lab_Aberdeen	49.2
