line	trial	thousand_kernel_weight
'IWA8612041'	GRINcore_2009_Lab_Aberdeen	52.6
'IWA8612063'	GRINcore_2009_Lab_Aberdeen	42.6
'IWA8612148'	GRINcore_2009_Lab_Aberdeen	41.1
'IWA8612170'	GRINcore_2009_Lab_Aberdeen	44.2
'IWA8612208'	GRINcore_2009_Lab_Aberdeen	49.3
'IWA8612218'	GRINcore_2009_Lab_Aberdeen	49.1
'IWA8612224'	GRINcore_2009_Lab_Aberdeen	50.1
'IWA8612470'	GRINcore_2009_Lab_Aberdeen	58
'IWA8612497'	GRINcore_2009_Lab_Aberdeen	64.3
'IWA8612516'	GRINcore_2009_Lab_Aberdeen	49.8
'IWA8612533'	GRINcore_2009_Lab_Aberdeen	55.3
'IWA8612537'	GRINcore_2009_Lab_Aberdeen	63.7
'IWA8612559'	GRINcore_2009_Lab_Aberdeen	66.4
'IWA8612561'	GRINcore_2009_Lab_Aberdeen	51.3
'IWA8612573'	GRINcore_2009_Lab_Aberdeen	50.5
'IWA8612577'	GRINcore_2009_Lab_Aberdeen	49.6
'IWA8612717'	GRINcore_2009_Lab_Aberdeen	51.1
'IWA8612751'	GRINcore_2009_Lab_Aberdeen	51.1
'IWA8612832'	GRINcore_2009_Lab_Aberdeen	45.8
'IWA8612993'	GRINcore_2009_Lab_Aberdeen	45.9
'IWA8613087'	GRINcore_2009_Lab_Aberdeen	56.7
'IWA8613090'	GRINcore_2009_Lab_Aberdeen	50
'IWA8613097'	GRINcore_2009_Lab_Aberdeen	55.7
'IWA8613278'	GRINcore_2009_Lab_Aberdeen	40
'IWA8613323'	GRINcore_2009_Lab_Aberdeen	41.9
'IWA8613557'	GRINcore_2009_Lab_Aberdeen	41.8
'IWA8613566'	GRINcore_2009_Lab_Aberdeen	42.2
'IWA8613572'	GRINcore_2009_Lab_Aberdeen	43.4
'IWA8613583'	GRINcore_2009_Lab_Aberdeen	47.7
'IWA8613585'	GRINcore_2009_Lab_Aberdeen	48.5
'IWA8613594'	GRINcore_2009_Lab_Aberdeen	52.4
'IWA8613616'	GRINcore_2009_Lab_Aberdeen	43.3
'IWA8613659'	GRINcore_2009_Lab_Aberdeen	48.5
'IWA8613802'	GRINcore_2009_Lab_Aberdeen	59.9
'IWA8613811'	GRINcore_2009_Lab_Aberdeen	68.5
'IWA8613844'	GRINcore_2009_Lab_Aberdeen	51.8
'IWA8613853'	GRINcore_2009_Lab_Aberdeen	59.5
'IWA8613866'	GRINcore_2009_Lab_Aberdeen	48.5
'IWA8613927'	GRINcore_2009_Lab_Aberdeen	44.1
'IWA8613928'	GRINcore_2009_Lab_Aberdeen	53.7
'IWA8613952'	GRINcore_2009_Lab_Aberdeen	46.5
'IWA8613954'	GRINcore_2009_Lab_Aberdeen	53.5
'IWA8613988'	GRINcore_2009_Lab_Aberdeen	54.1
'IWA8614025'	GRINcore_2009_Lab_Aberdeen	50.2
'IWA8614084'	GRINcore_2009_Lab_Aberdeen	50.9
'IWA8614108'	GRINcore_2009_Lab_Aberdeen	52.4
'IWA8614160'	GRINcore_2009_Lab_Aberdeen	47.5
'IWA8614166'	GRINcore_2009_Lab_Aberdeen	56.3
'IWA8614229'	GRINcore_2009_Lab_Aberdeen	43.7
'IWA8614236'	GRINcore_2009_Lab_Aberdeen	56.2
'IWA8614271'	GRINcore_2009_Lab_Aberdeen	54.8
'IWA8600037'	GRINcore_2009_Lab_Aberdeen	49.7
'IWA8600064'	GRINcore_2009_Lab_Aberdeen	40.2
'IWA8600074'	GRINcore_2009_Lab_Aberdeen	44.7
'IWA8600520'	GRINcore_2009_Lab_Aberdeen	54.3
'IWA8600549'	GRINcore_2009_Lab_Aberdeen	51.6
'IWA8600823'	GRINcore_2009_Lab_Aberdeen	49.9
'IWA8600840'	GRINcore_2009_Lab_Aberdeen	62
'IWA8600999'	GRINcore_2009_Lab_Aberdeen	55.3
'IWA8602118'	GRINcore_2009_Lab_Aberdeen	57.1
'IWA8602269'	GRINcore_2009_Lab_Aberdeen	55.2
'IWA8602381'	GRINcore_2009_Lab_Aberdeen	47.6
'IWA8602387'	GRINcore_2009_Lab_Aberdeen	46.5
'IWA8602446'	GRINcore_2009_Lab_Aberdeen	42.8
'IWA8602471'	GRINcore_2009_Lab_Aberdeen	38.5
'IWA8602623'	GRINcore_2009_Lab_Aberdeen	51
'IWA8602676'	GRINcore_2009_Lab_Aberdeen	40.6
'IWA8603039'	GRINcore_2009_Lab_Aberdeen	55.8
'IWA8603079'	GRINcore_2009_Lab_Aberdeen	47.6
'IWA8603111'	GRINcore_2009_Lab_Aberdeen	45.3
'IWA8603115'	GRINcore_2009_Lab_Aberdeen	55
'IWA8603122'	GRINcore_2009_Lab_Aberdeen	47.5
'IWA8603166'	GRINcore_2009_Lab_Aberdeen	38.1
'IWA8603322'	GRINcore_2009_Lab_Aberdeen	62.9
'IWA8603324'	GRINcore_2009_Lab_Aberdeen	52.6
'IWA8603328'	GRINcore_2009_Lab_Aberdeen	60.6
'IWA8604041'	GRINcore_2009_Lab_Aberdeen	55.9
'IWA8604316'	GRINcore_2009_Lab_Aberdeen	49.9
'IWA8604721'	GRINcore_2009_Lab_Aberdeen	53.3
'IWA8604722'	GRINcore_2009_Lab_Aberdeen	45.8
'IWA8604755'	GRINcore_2009_Lab_Aberdeen	49.3
'IWA8604895'	GRINcore_2009_Lab_Aberdeen	45.5
'IWA8606069'	GRINcore_2009_Lab_Aberdeen	43.5
'IWA8606075'	GRINcore_2009_Lab_Aberdeen	47.6
'IWA8606101'	GRINcore_2009_Lab_Aberdeen	45.7
'IWA8606115'	GRINcore_2009_Lab_Aberdeen	46.4
'IWA8606148'	GRINcore_2009_Lab_Aberdeen	55.3
'IWA8606150'	GRINcore_2009_Lab_Aberdeen	50.4
'IWA8606158'	GRINcore_2009_Lab_Aberdeen	49.7
'IWA8606195'	GRINcore_2009_Lab_Aberdeen	41.8
'IWA8606210'	GRINcore_2009_Lab_Aberdeen	43.7
'IWA8606232'	GRINcore_2009_Lab_Aberdeen	38.8
'IWA8606252'	GRINcore_2009_Lab_Aberdeen	55
'IWA8606256'	GRINcore_2009_Lab_Aberdeen	51.7
'IWA8606257'	GRINcore_2009_Lab_Aberdeen	52.3
'IWA8606266'	GRINcore_2009_Lab_Aberdeen	50.5
'IWA8606320'	GRINcore_2009_Lab_Aberdeen	51.9
'IWA8606331'	GRINcore_2009_Lab_Aberdeen	49.7
'IWA8606343'	GRINcore_2009_Lab_Aberdeen	51.1
'IWA8606356'	GRINcore_2009_Lab_Aberdeen	50.8
'IWA8606371'	GRINcore_2009_Lab_Aberdeen	44.1
'IWA8606385'	GRINcore_2009_Lab_Aberdeen	41
'IWA8606442'	GRINcore_2009_Lab_Aberdeen	55.7
'IWA8606465'	GRINcore_2009_Lab_Aberdeen	46.6
'IWA8606478'	GRINcore_2009_Lab_Aberdeen	47.2
'IWA8606609'	GRINcore_2009_Lab_Aberdeen	46.1
'IWA8606649'	GRINcore_2009_Lab_Aberdeen	51.7
'IWA8606662'	GRINcore_2009_Lab_Aberdeen	43.5
'IWA8606673'	GRINcore_2009_Lab_Aberdeen	46.5
'IWA8606706'	GRINcore_2009_Lab_Aberdeen	46.1
'IWA8606763'	GRINcore_2009_Lab_Aberdeen	55.3
'IWA8606785'	GRINcore_2009_Lab_Aberdeen	45.1
'IWA8606889'	GRINcore_2009_Lab_Aberdeen	47.2
'IWA8606892'	GRINcore_2009_Lab_Aberdeen	45.4
'IWA8606895'	GRINcore_2009_Lab_Aberdeen	45.8
'IWA8606906'	GRINcore_2009_Lab_Aberdeen	47.4
'IWA8606980'	GRINcore_2009_Lab_Aberdeen	47.1
'IWA8607059'	GRINcore_2009_Lab_Aberdeen	47.5
'IWA8607076'	GRINcore_2009_Lab_Aberdeen	51.4
'IWA8607084'	GRINcore_2009_Lab_Aberdeen	45.9
'IWA8607112'	GRINcore_2009_Lab_Aberdeen	48.6
'IWA8607143'	GRINcore_2009_Lab_Aberdeen	35.9
'IWA8607194'	GRINcore_2009_Lab_Aberdeen	38.3
'IWA8607210'	GRINcore_2009_Lab_Aberdeen	41.9
'IWA8607228'	GRINcore_2009_Lab_Aberdeen	38.2
'IWA8607240'	GRINcore_2009_Lab_Aberdeen	52.3
'IWA8607292'	GRINcore_2009_Lab_Aberdeen	45.3
'IWA8607313'	GRINcore_2009_Lab_Aberdeen	46.1
'IWA8607321'	GRINcore_2009_Lab_Aberdeen	50.7
'IWA8607350'	GRINcore_2009_Lab_Aberdeen	50.7
'IWA8607370'	GRINcore_2009_Lab_Aberdeen	45.3
'IWA8607462'	GRINcore_2009_Lab_Aberdeen	35.9
'IWA8607556'	GRINcore_2009_Lab_Aberdeen	48.6
'IWA8607570'	GRINcore_2009_Lab_Aberdeen	51
'IWA8607575'	GRINcore_2009_Lab_Aberdeen	43.1
'IWA8607605'	GRINcore_2009_Lab_Aberdeen	48.1
'IWA8607711'	GRINcore_2009_Lab_Aberdeen	47.3
'IWA8607715'	GRINcore_2009_Lab_Aberdeen	45.8
'IWA8607716'	GRINcore_2009_Lab_Aberdeen	47.1
'IWA8607780'	GRINcore_2009_Lab_Aberdeen	50
'IWA8607793'	GRINcore_2009_Lab_Aberdeen	44.1
'IWA8607834'	GRINcore_2009_Lab_Aberdeen	53.5
'IWA8607847'	GRINcore_2009_Lab_Aberdeen	47.8
'IWA8607850'	GRINcore_2009_Lab_Aberdeen	44.7
'IWA8607856'	GRINcore_2009_Lab_Aberdeen	57
'IWA8607871'	GRINcore_2009_Lab_Aberdeen	47.3
'IWA8607881'	GRINcore_2009_Lab_Aberdeen	43.5
'IWA8607897'	GRINcore_2009_Lab_Aberdeen	44.8
'IWA8607919'	GRINcore_2009_Lab_Aberdeen	44.6
'IWA8607976'	GRINcore_2009_Lab_Aberdeen	48.7
'IWA8607979'	GRINcore_2009_Lab_Aberdeen	50.5
'IWA8608002'	GRINcore_2009_Lab_Aberdeen	47.8
'IWA8608007'	GRINcore_2009_Lab_Aberdeen	45
'IWA8608012'	GRINcore_2009_Lab_Aberdeen	45.2
'IWA8608045'	GRINcore_2009_Lab_Aberdeen	51.7
'IWA8608074'	GRINcore_2009_Lab_Aberdeen	49
'IWA8608076'	GRINcore_2009_Lab_Aberdeen	51.5
'IWA8608177'	GRINcore_2009_Lab_Aberdeen	45.7
'IWA8608263'	GRINcore_2009_Lab_Aberdeen	47.2
'IWA8608271'	GRINcore_2009_Lab_Aberdeen	45.8
'IWA8608293'	GRINcore_2009_Lab_Aberdeen	49.1
'IWA8608302'	GRINcore_2009_Lab_Aberdeen	47.5
'IWA8608315'	GRINcore_2009_Lab_Aberdeen	54
'IWA8608329'	GRINcore_2009_Lab_Aberdeen	46.2
'IWA8608425'	GRINcore_2009_Lab_Aberdeen	30.8
'IWA8608426'	GRINcore_2009_Lab_Aberdeen	48.2
'IWA8608449'	GRINcore_2009_Lab_Aberdeen	46.5
'IWA8608470'	GRINcore_2009_Lab_Aberdeen	45.5
'IWA8608473'	GRINcore_2009_Lab_Aberdeen	50.4
'IWA8608498'	GRINcore_2009_Lab_Aberdeen	48.2
'IWA8608513'	GRINcore_2009_Lab_Aberdeen	46.8
'IWA8608569'	GRINcore_2009_Lab_Aberdeen	53.5
'IWA8608656'	GRINcore_2009_Lab_Aberdeen	47.8
'IWA8608670'	GRINcore_2009_Lab_Aberdeen	53.2
'IWA8608691'	GRINcore_2009_Lab_Aberdeen	52
'IWA8608710'	GRINcore_2009_Lab_Aberdeen	55.4
'IWA8608719'	GRINcore_2009_Lab_Aberdeen	49.3
'IWA8608743'	GRINcore_2009_Lab_Aberdeen	53.4
'IWA8608757'	GRINcore_2009_Lab_Aberdeen	42.4
'IWA8608771'	GRINcore_2009_Lab_Aberdeen	45.1
'IWA8608840'	GRINcore_2009_Lab_Aberdeen	49.5
'IWA8608964'	GRINcore_2009_Lab_Aberdeen	38.2
'IWA8608982'	GRINcore_2009_Lab_Aberdeen	48.3
'IWA8608996'	GRINcore_2009_Lab_Aberdeen	51.7
'IWA8609011'	GRINcore_2009_Lab_Aberdeen	56.3
'IWA8609036'	GRINcore_2009_Lab_Aberdeen	44.1
'IWA8609051'	GRINcore_2009_Lab_Aberdeen	46.2
'IWA8609067'	GRINcore_2009_Lab_Aberdeen	51.6
'IWA8609090'	GRINcore_2009_Lab_Aberdeen	51.5
'IWA8609091'	GRINcore_2009_Lab_Aberdeen	45.6
'IWA8609093'	GRINcore_2009_Lab_Aberdeen	49.4
'IWA8609095'	GRINcore_2009_Lab_Aberdeen	45.6
'IWA8609117'	GRINcore_2009_Lab_Aberdeen	42.1
'IWA8609123'	GRINcore_2009_Lab_Aberdeen	53.9
'IWA8609144'	GRINcore_2009_Lab_Aberdeen	59.6
'IWA8609175'	GRINcore_2009_Lab_Aberdeen	45.1
'IWA8609207'	GRINcore_2009_Lab_Aberdeen	52.9
'IWA8609226'	GRINcore_2009_Lab_Aberdeen	54.5
'IWA8609285'	GRINcore_2009_Lab_Aberdeen	51.8
'IWA8609314'	GRINcore_2009_Lab_Aberdeen	51.5
'IWA8609318'	GRINcore_2009_Lab_Aberdeen	48.6
'IWA8609344'	GRINcore_2009_Lab_Aberdeen	52.9
'IWA8609365'	GRINcore_2009_Lab_Aberdeen	29.1
'IWA8609415'	GRINcore_2009_Lab_Aberdeen	47.3
'IWA8609439'	GRINcore_2009_Lab_Aberdeen	54.1
'IWA8609521'	GRINcore_2009_Lab_Aberdeen	57.9
'IWA8609542'	GRINcore_2009_Lab_Aberdeen	57.8
'IWA8609578'	GRINcore_2009_Lab_Aberdeen	54.6
'IWA8609583'	GRINcore_2009_Lab_Aberdeen	45.1
'IWA8609598'	GRINcore_2009_Lab_Aberdeen	47.9
'IWA8609603'	GRINcore_2009_Lab_Aberdeen	52.7
'IWA8609629'	GRINcore_2009_Lab_Aberdeen	53.5
'IWA8609630'	GRINcore_2009_Lab_Aberdeen	51.3
'IWA8609634'	GRINcore_2009_Lab_Aberdeen	49.8
'IWA8609647'	GRINcore_2009_Lab_Aberdeen	47.9
'IWA8609679'	GRINcore_2009_Lab_Aberdeen	59.6
'IWA8609710'	GRINcore_2009_Lab_Aberdeen	52.4
'IWA8609747'	GRINcore_2009_Lab_Aberdeen	47.8
'IWA8609754'	GRINcore_2009_Lab_Aberdeen	48.7
'IWA8610138'	GRINcore_2009_Lab_Aberdeen	45.8
'IWA8610185'	GRINcore_2009_Lab_Aberdeen	43.4
'IWA8610374'	GRINcore_2009_Lab_Aberdeen	49.3
'IWA8610497'	GRINcore_2009_Lab_Aberdeen	47.4
'IWA8610514'	GRINcore_2009_Lab_Aberdeen	54.9
'IWA8610524'	GRINcore_2009_Lab_Aberdeen	51.1
'IWA8610628'	GRINcore_2009_Lab_Aberdeen	45.1
'IWA8610650'	GRINcore_2009_Lab_Aberdeen	45.9
'IWA8610665'	GRINcore_2009_Lab_Aberdeen	45.1
'IWA8610797'	GRINcore_2009_Lab_Aberdeen	52.3
'IWA8610827'	GRINcore_2009_Lab_Aberdeen	42.7
'IWA8610840'	GRINcore_2009_Lab_Aberdeen	51.4
'IWA8610897'	GRINcore_2009_Lab_Aberdeen	51.7
'IWA8610919'	GRINcore_2009_Lab_Aberdeen	48.2
'IWA8610928'	GRINcore_2009_Lab_Aberdeen	53.3
'IWA8611116'	GRINcore_2009_Lab_Aberdeen	50.5
'IWA8611143'	GRINcore_2009_Lab_Aberdeen	40.8
'IWA8611150'	GRINcore_2009_Lab_Aberdeen	49.6
'IWA8611180'	GRINcore_2009_Lab_Aberdeen	46.8
'IWA8611239'	GRINcore_2009_Lab_Aberdeen	50.3
'IWA8611326'	GRINcore_2009_Lab_Aberdeen	43.6
'IWA8611396'	GRINcore_2009_Lab_Aberdeen	52.4
'IWA8611429'	GRINcore_2009_Lab_Aberdeen	55.6
'IWA8611454'	GRINcore_2009_Lab_Aberdeen	48.8
'IWA8611518'	GRINcore_2009_Lab_Aberdeen	56.9
'IWA8611665'	GRINcore_2009_Lab_Aberdeen	56.9
'IWA8611685'	GRINcore_2009_Lab_Aberdeen	42.9
'IWA8611695'	GRINcore_2009_Lab_Aberdeen	47.7
'IWA8611698'	GRINcore_2009_Lab_Aberdeen	46.4
'IWA8611711'	GRINcore_2009_Lab_Aberdeen	52
'IWA8611725'	GRINcore_2009_Lab_Aberdeen	45.1
'IWA8611737'	GRINcore_2009_Lab_Aberdeen	46.8
'IWA8611794'	GRINcore_2009_Lab_Aberdeen	46.2
'IWA8611795'	GRINcore_2009_Lab_Aberdeen	51
'IWA8611796'	GRINcore_2009_Lab_Aberdeen	50.3
'IWA8611858'	GRINcore_2009_Lab_Aberdeen	49.6
'IWA8611917'	GRINcore_2009_Lab_Aberdeen	53.3
'IWA8611960'	GRINcore_2009_Lab_Aberdeen	48
'IWA8611964'	GRINcore_2009_Lab_Aberdeen	38.1
'IWA8612065'	GRINcore_2009_Lab_Aberdeen	52.9
'IWA8612066'	GRINcore_2009_Lab_Aberdeen	50.7
'IWA8612097'	GRINcore_2009_Lab_Aberdeen	54.9
'IWA8612119'	GRINcore_2009_Lab_Aberdeen	46.9
'IWA8612122'	GRINcore_2009_Lab_Aberdeen	48.1
'IWA8612139'	GRINcore_2009_Lab_Aberdeen	44.2
'IWA8612186'	GRINcore_2009_Lab_Aberdeen	45.4
'IWA8612219'	GRINcore_2009_Lab_Aberdeen	50.3
'IWA8612225'	GRINcore_2009_Lab_Aberdeen	47.6
'IWA8612241'	GRINcore_2009_Lab_Aberdeen	52
'IWA8612285'	GRINcore_2009_Lab_Aberdeen	55.6
'IWA8612333'	GRINcore_2009_Lab_Aberdeen	48.6
'IWA8612362'	GRINcore_2009_Lab_Aberdeen	49
'IWA8612384'	GRINcore_2009_Lab_Aberdeen	51.2
'IWA8612414'	GRINcore_2009_Lab_Aberdeen	50.1
'IWA8612437'	GRINcore_2009_Lab_Aberdeen	65.3
'IWA8612500'	GRINcore_2009_Lab_Aberdeen	55.6
'IWA8612591'	GRINcore_2009_Lab_Aberdeen	47.1
'IWA8612684'	GRINcore_2009_Lab_Aberdeen	55.8
'IWA8612716'	GRINcore_2009_Lab_Aberdeen	51.7
'IWA8612778'	GRINcore_2009_Lab_Aberdeen	44.3
'IWA8612790'	GRINcore_2009_Lab_Aberdeen	55
'IWA8612792'	GRINcore_2009_Lab_Aberdeen	46.8
'IWA8612911'	GRINcore_2009_Lab_Aberdeen	54
'IWA8613004'	GRINcore_2009_Lab_Aberdeen	47.5
'IWA8613022'	GRINcore_2009_Lab_Aberdeen	59.8
'IWA8613041'	GRINcore_2009_Lab_Aberdeen	44.6
'IWA8613053'	GRINcore_2009_Lab_Aberdeen	52.2
'IWA8613078'	GRINcore_2009_Lab_Aberdeen	48.7
'IWA8613080'	GRINcore_2009_Lab_Aberdeen	50.3
'IWA8613091'	GRINcore_2009_Lab_Aberdeen	52.4
'IWA8613093'	GRINcore_2009_Lab_Aberdeen	56.2
'IWA8613113'	GRINcore_2009_Lab_Aberdeen	53
'IWA8613148'	GRINcore_2009_Lab_Aberdeen	56.1
'IWA8613152'	GRINcore_2009_Lab_Aberdeen	49.3
'IWA8613162'	GRINcore_2009_Lab_Aberdeen	54
'IWA8613193'	GRINcore_2009_Lab_Aberdeen	49.5
'IWA8613204'	GRINcore_2009_Lab_Aberdeen	50.5
'IWA8613209'	GRINcore_2009_Lab_Aberdeen	55.2
'IWA8613221'	GRINcore_2009_Lab_Aberdeen	56.1
'IWA8613246'	GRINcore_2009_Lab_Aberdeen	39.9
'IWA8613254'	GRINcore_2009_Lab_Aberdeen	52
'IWA8613266'	GRINcore_2009_Lab_Aberdeen	43
'IWA8613286'	GRINcore_2009_Lab_Aberdeen	52.4
'IWA8613287'	GRINcore_2009_Lab_Aberdeen	53.5
'IWA8613291'	GRINcore_2009_Lab_Aberdeen	46.6
'IWA8613293'	GRINcore_2009_Lab_Aberdeen	42.8
'IWA8613301'	GRINcore_2009_Lab_Aberdeen	47.2
'IWA8613306'	GRINcore_2009_Lab_Aberdeen	32.9
'IWA8613313'	GRINcore_2009_Lab_Aberdeen	34
'IWA8613316'	GRINcore_2009_Lab_Aberdeen	48.9
'IWA8613332'	GRINcore_2009_Lab_Aberdeen	37.7
'IWA8613355'	GRINcore_2009_Lab_Aberdeen	53.5
'IWA8613374'	GRINcore_2009_Lab_Aberdeen	49.8
'IWA8613427'	GRINcore_2009_Lab_Aberdeen	38.6
'IWA8613452'	GRINcore_2009_Lab_Aberdeen	53.8
'IWA8613474'	GRINcore_2009_Lab_Aberdeen	48.8
'IWA8613477'	GRINcore_2009_Lab_Aberdeen	50.8
'IWA8613502'	GRINcore_2009_Lab_Aberdeen	47.5
'IWA8613521'	GRINcore_2009_Lab_Aberdeen	50
'IWA8613544'	GRINcore_2009_Lab_Aberdeen	48
'IWA8613547'	GRINcore_2009_Lab_Aberdeen	56.2
'IWA8613561'	GRINcore_2009_Lab_Aberdeen	47.2
'IWA8613567'	GRINcore_2009_Lab_Aberdeen	56
'IWA8613589'	GRINcore_2009_Lab_Aberdeen	43.3
'IWA8613606'	GRINcore_2009_Lab_Aberdeen	53.9
'IWA8613626'	GRINcore_2009_Lab_Aberdeen	49.9
'IWA8613677'	GRINcore_2009_Lab_Aberdeen	41.8
'IWA8613713'	GRINcore_2009_Lab_Aberdeen	56
'IWA8613724'	GRINcore_2009_Lab_Aberdeen	55.4
'IWA8613858'	GRINcore_2009_Lab_Aberdeen	52.5
'IWA8613874'	GRINcore_2009_Lab_Aberdeen	43.7
'IWA8613910'	GRINcore_2009_Lab_Aberdeen	47.4
'IWA8613963'	GRINcore_2009_Lab_Aberdeen	52
'IWA8613974'	GRINcore_2009_Lab_Aberdeen	48.2
'IWA8613979'	GRINcore_2009_Lab_Aberdeen	47
'IWA8614056'	GRINcore_2009_Lab_Aberdeen	50.8
'IWA8614083'	GRINcore_2009_Lab_Aberdeen	53.1
'IWA8614098'	GRINcore_2009_Lab_Aberdeen	49.2
'IWA8614113'	GRINcore_2009_Lab_Aberdeen	48.1
'IWA8614154'	GRINcore_2009_Lab_Aberdeen	51.8
'IWA8614254'	GRINcore_2009_Lab_Aberdeen	36.8
'IWA8614274'	GRINcore_2009_Lab_Aberdeen	46.9
'IWA8614276'	GRINcore_2009_Lab_Aberdeen	44.8
'IWA8614286'	GRINcore_2009_Lab_Aberdeen	47.6
'IWA8614310'	GRINcore_2009_Lab_Aberdeen	49.9
'IWA8614325'	GRINcore_2009_Lab_Aberdeen	49.6
'IWA8614366'	GRINcore_2009_Lab_Aberdeen	44.9
'IWA8614379'	GRINcore_2009_Lab_Aberdeen	40.1
'IWA8614398'	GRINcore_2009_Lab_Aberdeen	55.3
'IWA8614429'	GRINcore_2009_Lab_Aberdeen	55.9
'IWA8614432'	GRINcore_2009_Lab_Aberdeen	40.2
'IWA8614439'	GRINcore_2009_Lab_Aberdeen	35.9
'IWA8614474'	GRINcore_2009_Lab_Aberdeen	51.5
'IWA8614482'	GRINcore_2009_Lab_Aberdeen	54.4
'IWA8614483'	GRINcore_2009_Lab_Aberdeen	50.6
'IWA8614515'	GRINcore_2009_Lab_Aberdeen	49.5
'IWA8614519'	GRINcore_2009_Lab_Aberdeen	49.8
'IWA8614520'	GRINcore_2009_Lab_Aberdeen	51
'IWA8600047'	GRINcore_2009_Lab_Aberdeen	49
'IWA8600078'	GRINcore_2009_Lab_Aberdeen	44.4
'IWA8600085'	GRINcore_2009_Lab_Aberdeen	47.3
'IWA8600106'	GRINcore_2009_Lab_Aberdeen	45.5
'IWA8600132'	GRINcore_2009_Lab_Aberdeen	48.5
'IWA8600143'	GRINcore_2009_Lab_Aberdeen	46.1
'IWA8600147'	GRINcore_2009_Lab_Aberdeen	51.3
'IWA8600151'	GRINcore_2009_Lab_Aberdeen	47
'IWA8600154'	GRINcore_2009_Lab_Aberdeen	56.9
'IWA8600205'	GRINcore_2009_Lab_Aberdeen	48.1
'IWA8600207'	GRINcore_2009_Lab_Aberdeen	44.4
'IWA8600214'	GRINcore_2009_Lab_Aberdeen	48.3
'IWA8600215'	GRINcore_2009_Lab_Aberdeen	44.9
'IWA8600265'	GRINcore_2009_Lab_Aberdeen	48.7
'IWA8600282'	GRINcore_2009_Lab_Aberdeen	48
'IWA8600299'	GRINcore_2009_Lab_Aberdeen	46
'IWA8600310'	GRINcore_2009_Lab_Aberdeen	42.2
'IWA8600326'	GRINcore_2009_Lab_Aberdeen	49
'IWA8600406'	GRINcore_2009_Lab_Aberdeen	54
'IWA8600432'	GRINcore_2009_Lab_Aberdeen	53.3
'IWA8600468'	GRINcore_2009_Lab_Aberdeen	25.6
'IWA8600472'	GRINcore_2009_Lab_Aberdeen	50.3
'IWA8600482'	GRINcore_2009_Lab_Aberdeen	53.8
'IWA8600496'	GRINcore_2009_Lab_Aberdeen	50.8
'IWA8600502'	GRINcore_2009_Lab_Aberdeen	51.5
'IWA8600528'	GRINcore_2009_Lab_Aberdeen	43.3
'IWA8600532'	GRINcore_2009_Lab_Aberdeen	43.1
'IWA8600588'	GRINcore_2009_Lab_Aberdeen	47.2
'IWA8600613'	GRINcore_2009_Lab_Aberdeen	50.4
'IWA8600619'	GRINcore_2009_Lab_Aberdeen	53.1
'IWA8600637'	GRINcore_2009_Lab_Aberdeen	49.8
'IWA8600658'	GRINcore_2009_Lab_Aberdeen	53.4
'IWA8600659'	GRINcore_2009_Lab_Aberdeen	46.1
'IWA8600667'	GRINcore_2009_Lab_Aberdeen	44.3
'IWA8600695'	GRINcore_2009_Lab_Aberdeen	54.6
'IWA8600702'	GRINcore_2009_Lab_Aberdeen	46.7
'IWA8600730'	GRINcore_2009_Lab_Aberdeen	45.4
'IWA8600732'	GRINcore_2009_Lab_Aberdeen	28.2
'IWA8600748'	GRINcore_2009_Lab_Aberdeen	42.9
'IWA8600773'	GRINcore_2009_Lab_Aberdeen	48.5
'IWA8600794'	GRINcore_2009_Lab_Aberdeen	43.4
'IWA8600799'	GRINcore_2009_Lab_Aberdeen	44.7
'IWA8600803'	GRINcore_2009_Lab_Aberdeen	45.5
'IWA8600856'	GRINcore_2009_Lab_Aberdeen	44.8
'IWA8600870'	GRINcore_2009_Lab_Aberdeen	47.8
'IWA8600882'	GRINcore_2009_Lab_Aberdeen	43
'IWA8600893'	GRINcore_2009_Lab_Aberdeen	44.2
'IWA8600901'	GRINcore_2009_Lab_Aberdeen	62
'IWA8600924'	GRINcore_2009_Lab_Aberdeen	56
'IWA8600936'	GRINcore_2009_Lab_Aberdeen	48.9
'IWA8600956'	GRINcore_2009_Lab_Aberdeen	46.5
'IWA8600968'	GRINcore_2009_Lab_Aberdeen	49.1
'IWA8600970'	GRINcore_2009_Lab_Aberdeen	48.3
'IWA8600995'	GRINcore_2009_Lab_Aberdeen	45.9
'IWA8602105'	GRINcore_2009_Lab_Aberdeen	51.5
'IWA8602106'	GRINcore_2009_Lab_Aberdeen	48.7
'IWA8602109'	GRINcore_2009_Lab_Aberdeen	52.2
'IWA8602145'	GRINcore_2009_Lab_Aberdeen	53.2
'IWA8602161'	GRINcore_2009_Lab_Aberdeen	47.2
'IWA8602171'	GRINcore_2009_Lab_Aberdeen	50.6
'IWA8602213'	GRINcore_2009_Lab_Aberdeen	49.4
'IWA8602236'	GRINcore_2009_Lab_Aberdeen	59.1
'IWA8602239'	GRINcore_2009_Lab_Aberdeen	45.5
'IWA8602246'	GRINcore_2009_Lab_Aberdeen	54.9
'IWA8602294'	GRINcore_2009_Lab_Aberdeen	53.5
'IWA8602305'	GRINcore_2009_Lab_Aberdeen	53.9
'IWA8602323'	GRINcore_2009_Lab_Aberdeen	46.8
'IWA8602335'	GRINcore_2009_Lab_Aberdeen	53
'IWA8602351'	GRINcore_2009_Lab_Aberdeen	41.2
